opportunity_id,account_id,contact_id,lead_id,rep_id,product_id,source,created_date,deal_value,discount_requested_pct,num_stakeholders,expected_close_date,actual_close_date,stage,stage_reached_before_close,close_status,lost_reason,sales_cycle_days_planned
350,88036,176034,1116,55,9,Inbound - Web,2025-06-08,66600.0,14.9,2,2025-07-20,2025-07-20,Closed Won,Negotiation,Closed Won,,42
351,28029,56177,1118,9,14,Referral,2024-09-27,10000.0,7.5,4,2024-11-17,2024-11-17,Closed Lost,Proposal,Closed Lost,Champion Left Company,51
352,89538,178979,1123,80,7,Outbound - Cold Call,2024-08-06,36800.0,11.6,2,2024-09-26,2024-09-26,Closed Lost,Proposal,Closed Lost,Feature Gap,51
353,1650,3318,1125,148,15,Partner Channel,2024-01-15,32200.0,0.0,3,2024-02-07,2024-02-07,Closed Won,Negotiation,Closed Won,,23
354,115365,230871,1127,150,16,Referral,2024-03-28,15900.0,6.8,2,2024-05-13,2024-05-13,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,46
355,46677,93299,1129,127,2,Outbound - Cold Call,2024-12-13,191300.0,17.0,1,2025-01-09,2025-01-09,Closed Lost,Negotiation,Closed Lost,Feature Gap,27
356,96074,192176,1130,66,6,Partner Channel,2026-06-20,343100.0,6.8,4,2026-08-10,2026-08-10,Closed Lost,Proposal,Closed Lost,No Decision / Timing,51
357,109627,219363,1131,33,13,Trade Show / Event,2024-04-25,58900.0,9.2,6,2024-06-08,2024-06-08,Closed Lost,Negotiation,Closed Lost,Pricing Too High,44
358,72137,144300,1132,58,7,Inbound - Web,2025-08-13,48300.0,4.1,5,2025-11-18,2025-11-18,Closed Lost,Proposal,Closed Lost,Champion Left Company,97
359,77736,155468,1133,45,11,Partner Channel,2025-06-05,39700.0,12.4,2,2025-08-22,2025-08-22,Closed Lost,Proposal,Closed Lost,Budget Constraints,78
360,27851,55816,1137,137,2,Inbound - Web,2025-08-17,533300.0,20.5,6,2026-01-11,2026-01-11,Closed Won,Negotiation,Closed Won,,147
361,99521,199051,1139,73,14,Outbound - Cold Call,2024-02-25,2600.0,0.0,3,2024-04-11,2024-04-11,Closed Lost,Negotiation,Closed Lost,Pricing Too High,46
362,109186,218461,1145,136,1,Partner Channel,2025-08-03,698800.0,24.3,11,2026-01-26,2026-01-26,Closed Lost,Negotiation,Closed Lost,Feature Gap,176
363,68093,136232,1146,145,2,Trade Show / Event,2026-03-03,548300.0,9.8,6,2026-06-01,2026-06-01,Closed Won,Negotiation,Closed Won,,90
364,27000,54098,1149,20,7,Outbound - Cold Call,2025-02-18,35800.0,10.0,2,2025-04-07,2025-04-07,Closed Lost,Negotiation,Closed Lost,Champion Left Company,48
365,104460,209099,1157,141,15,Inbound - Web,2024-03-02,6000.0,1.0,3,2024-04-20,2024-04-20,Closed Lost,Negotiation,Closed Lost,Budget Constraints,49
366,112226,224583,1164,70,10,Trade Show / Event,2024-05-30,48800.0,16.1,3,2024-08-23,2024-08-23,Closed Lost,Proposal,Closed Lost,Champion Left Company,85
367,1698,3398,1165,16,16,Outbound - Email,2025-10-27,49400.0,15.5,2,2025-12-26,2025-12-26,Closed Lost,Proposal,Closed Lost,Pricing Too High,60
368,35396,70873,1170,96,13,Inbound - Web,2025-10-22,681600.0,26.2,5,2026-03-11,2026-03-11,Closed Lost,Negotiation,Closed Lost,Champion Left Company,140
369,89,173,1172,117,6,Referral,2024-08-17,115100.0,6.0,1,2024-10-15,2024-10-15,Closed Won,Negotiation,Closed Won,,59
370,67551,135152,1178,163,10,Inbound - Web,2024-07-25,753600.0,25.4,7,2024-12-05,2024-12-05,Closed Won,Negotiation,Closed Won,,133
371,99775,199558,1180,152,9,Inbound - Web,2026-01-24,371200.0,15.9,7,2026-07-12,2026-07-12,Closed Won,Negotiation,Closed Won,,169
372,14138,28336,1183,14,4,Outbound - Cold Call,2026-02-28,225700.0,11.9,1,2026-04-02,2026-04-02,Closed Lost,Negotiation,Closed Lost,Pricing Too High,33
373,84824,169624,1191,116,15,Inbound - Web,2024-04-20,123100.0,8.9,4,2024-06-04,2024-06-04,Closed Won,Negotiation,Closed Won,,45
374,8608,17301,1192,103,8,Outbound - Email,2025-01-17,158900.0,8.8,4,2025-04-29,2025-04-29,Closed Lost,Proposal,Closed Lost,Pricing Too High,102
375,105702,211510,1193,150,9,Referral,2025-09-24,60100.0,11.8,5,2025-11-16,2025-11-16,Closed Won,Negotiation,Closed Won,,53
376,61150,122348,1194,178,12,Outbound - Cold Call,2024-10-03,387400.0,14.0,7,2025-05-18,2025-05-18,Closed Won,Negotiation,Closed Won,,227
377,83129,166231,1195,85,9,Inbound - Web,2024-08-07,43900.0,7.9,2,2024-09-24,2024-09-24,Closed Won,Negotiation,Closed Won,,48
378,65928,131912,1196,107,4,Referral,2025-11-11,1146000.0,15.9,4,2026-01-30,2026-01-30,Closed Won,Negotiation,Closed Won,,80
379,77265,154544,1198,164,14,Referral,2024-07-03,7200.0,0.0,2,2024-08-05,2024-08-05,Closed Lost,Proposal,Closed Lost,No Decision / Timing,33
380,72495,145003,1201,180,16,Inbound - Web,2024-03-04,112200.0,12.0,6,2024-07-26,2024-07-26,Closed Lost,Proposal,Closed Lost,Feature Gap,144
381,16847,33737,1204,123,9,Inbound - Web,2025-08-06,14700.0,10.8,1,2025-09-19,2025-09-19,Closed Won,Negotiation,Closed Won,,44
382,48571,97071,1207,75,10,Referral,2026-02-12,118600.0,28.6,4,2026-05-07,2026-05-07,Closed Lost,Proposal,Closed Lost,Pricing Too High,84
383,12150,24305,1209,89,6,Referral,2026-02-24,93200.0,13.1,6,2026-04-20,2026-04-20,Closed Lost,Proposal,Closed Lost,No Decision / Timing,55
384,71017,142055,1210,58,1,Trade Show / Event,2026-06-03,1393400.0,10.4,4,2026-10-15,,Negotiation,Negotiation,Open,,134
385,63517,127092,1212,163,8,Referral,2025-12-10,137500.0,18.4,3,2026-06-13,2026-06-13,Closed Won,Negotiation,Closed Won,,185
386,18592,37180,1219,111,13,Inbound - Web,2024-10-07,109100.0,15.9,5,2025-04-16,2025-04-16,Closed Won,Negotiation,Closed Won,,191
387,22172,44368,1220,81,8,Outbound - Cold Call,2026-03-21,128300.0,12.3,3,2026-06-27,2026-06-27,Closed Lost,Proposal,Closed Lost,Champion Left Company,98
388,96334,192707,1223,161,13,Inbound - Web,2025-08-03,12800.0,3.5,2,2025-09-18,2025-09-18,Closed Lost,Negotiation,Closed Lost,Champion Left Company,46
389,22814,45680,1224,117,11,Inbound - Web,2026-07-17,67800.0,7.6,2,2026-10-23,,Proposal,Proposal,Open,,98
390,84696,169363,1227,117,14,Inbound - Web,2024-11-10,16000.0,7.0,3,2024-12-29,2024-12-29,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,49
391,28384,56880,1236,85,16,Outbound - Cold Call,2026-05-07,10000.0,10.7,2,2026-06-22,2026-06-22,Closed Lost,Proposal,Closed Lost,Budget Constraints,46
392,103297,206732,1237,36,3,Outbound - Email,2026-07-04,177700.0,11.6,4,2026-08-29,2026-08-29,Closed Won,Negotiation,Closed Won,,56
393,38381,76802,1247,179,2,Outbound - Email,2025-01-04,71000.0,5.2,3,2025-02-28,2025-02-28,Closed Won,Negotiation,Closed Won,,55
394,104284,208726,1250,23,4,Trade Show / Event,2024-10-31,205300.0,12.2,3,2024-11-23,2024-11-23,Closed Won,Negotiation,Closed Won,,23
395,47291,94468,1253,125,10,Outbound - Cold Call,2026-08-14,53100.0,12.4,5,2026-10-23,,Proposal,Proposal,Open,,70
396,97046,194149,1254,97,8,Outbound - Email,2025-01-16,174900.0,17.2,2,2025-03-11,2025-03-11,Closed Won,Negotiation,Closed Won,,54
397,104004,208174,1262,29,1,Inbound - Web,2024-09-10,297000.0,5.2,2,2024-10-29,2024-10-29,Closed Lost,Proposal,Closed Lost,Budget Constraints,49
398,117528,235169,1263,32,2,Outbound - Email,2025-10-12,101400.0,7.9,4,2026-01-03,2026-01-03,Closed Won,Negotiation,Closed Won,,83
399,30252,60633,1272,25,10,Inbound - Web,2025-11-21,80100.0,6.5,4,2026-01-08,2026-01-08,Closed Lost,Negotiation,Closed Lost,Pricing Too High,48
400,12754,25529,1275,78,6,Partner Channel,2025-06-24,539900.0,17.4,4,2025-10-04,2025-10-04,Closed Won,Negotiation,Closed Won,,102
401,118757,237588,1281,53,14,Outbound - Cold Call,2025-05-30,16500.0,9.6,9,2025-07-24,2025-07-24,Closed Won,Negotiation,Closed Won,,55
402,117861,235834,1285,26,14,Referral,2025-07-05,20000.0,5.1,4,2025-08-27,2025-08-27,Closed Lost,Proposal,Closed Lost,Pricing Too High,53
403,35201,70472,1292,65,13,Inbound - Web,2025-05-06,369400.0,19.0,6,2025-07-29,2025-07-29,Closed Won,Negotiation,Closed Won,,84
404,101814,203715,1293,28,7,Inbound - Web,2024-12-27,90200.0,9.4,1,2025-01-23,2025-01-23,Closed Lost,Negotiation,Closed Lost,Champion Left Company,27
405,80386,160752,1297,48,1,Inbound - Web,2024-06-28,758600.0,7.1,4,2024-10-02,2024-10-02,Closed Lost,Proposal,Closed Lost,Budget Constraints,96
406,85976,171925,1302,97,5,Partner Channel,2025-09-03,55600.0,6.3,4,2025-12-23,2025-12-23,Closed Lost,Negotiation,Closed Lost,Budget Constraints,111
407,32547,65188,1303,156,14,Trade Show / Event,2025-01-11,1700.0,1.8,3,2025-03-02,2025-03-02,Closed Won,Negotiation,Closed Won,,50
408,101373,202822,1304,74,15,Trade Show / Event,2026-01-17,75400.0,9.7,3,2026-04-03,2026-04-03,Closed Won,Negotiation,Closed Won,,76
409,42770,85545,1307,109,6,Inbound - Web,2026-01-31,247900.0,9.2,3,2026-05-02,2026-05-02,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,91
410,71204,142432,1311,22,4,Outbound - Email,2026-07-05,612200.0,16.6,3,2026-08-24,2026-08-24,Closed Won,Negotiation,Closed Won,,50
411,101614,203316,1315,74,13,Trade Show / Event,2025-07-28,174500.0,4.3,7,2025-10-05,2025-10-05,Closed Won,Negotiation,Closed Won,,69
412,99973,199956,1318,66,1,Trade Show / Event,2025-08-20,224000.0,19.2,1,2025-10-21,2025-10-21,Closed Lost,Negotiation,Closed Lost,Chose Competitor,62
413,76533,153104,1320,130,7,Outbound - Cold Call,2026-02-03,16700.0,18.0,2,2026-03-27,2026-03-27,Closed Lost,Negotiation,Closed Lost,Champion Left Company,52
414,108371,216840,1325,48,3,Referral,2026-03-20,204400.0,4.8,3,2026-06-05,2026-06-05,Closed Lost,Proposal,Closed Lost,Chose Competitor,77
415,70964,141954,1326,10,4,Referral,2025-06-18,613200.0,16.0,1,2025-08-07,2025-08-07,Closed Won,Negotiation,Closed Won,,50
416,33039,66144,1336,170,13,Inbound - Web,2025-04-02,60700.0,1.6,3,2025-07-17,2025-07-17,Closed Lost,Negotiation,Closed Lost,Feature Gap,106
417,67209,134465,1337,86,14,Trade Show / Event,2025-11-23,4800.0,5.7,3,2026-01-26,2026-01-26,Closed Lost,Negotiation,Closed Lost,Chose Competitor,64
418,40292,80614,1338,10,8,Inbound - Web,2025-01-24,40400.0,4.2,3,2025-03-16,2025-03-16,Closed Won,Negotiation,Closed Won,,51
419,101017,202079,1340,107,10,Referral,2024-03-14,43000.0,11.4,2,2024-06-10,2024-06-10,Closed Won,Negotiation,Closed Won,,88
420,56168,112322,1341,44,7,Inbound - Web,2025-06-19,62000.0,8.9,3,2025-08-30,2025-08-30,Closed Won,Negotiation,Closed Won,,72
421,50852,101597,1346,166,6,Referral,2024-05-18,429500.0,17.6,2,2024-07-21,2024-07-21,Closed Lost,Proposal,Closed Lost,No Decision / Timing,64
422,9387,18879,1347,129,11,Inbound - Web,2024-06-24,15500.0,0.0,3,2024-08-20,2024-08-20,Closed Lost,Proposal,Closed Lost,Champion Left Company,57
423,72955,145933,1349,173,14,Inbound - Web,2025-07-05,5100.0,6.1,2,2025-11-22,2025-11-22,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,140
424,53453,106882,1350,176,6,Inbound - Web,2025-12-11,117400.0,14.8,3,2026-01-20,2026-01-20,Closed Lost,Negotiation,Closed Lost,Pricing Too High,40
425,75972,151973,1352,25,12,Outbound - Email,2024-08-24,36800.0,8.8,3,2025-02-17,2025-02-17,Closed Lost,Negotiation,Closed Lost,Chose Competitor,177
426,118299,236691,1354,121,14,Partner Channel,2024-09-14,3200.0,2.8,5,2024-12-22,2024-12-22,Closed Won,Negotiation,Closed Won,,99
427,15896,31851,1355,155,6,Referral,2025-01-10,223200.0,4.8,5,2025-02-15,2025-02-15,Closed Won,Negotiation,Closed Won,,36
428,69435,138900,1356,180,14,Outbound - Email,2025-11-16,17500.0,17.7,1,2026-12-21,,Negotiation,Negotiation,Open,,400
429,68734,137491,1367,93,11,Partner Channel,2024-09-08,255800.0,13.3,10,2024-12-10,2024-12-10,Closed Won,Negotiation,Closed Won,,93
430,118541,237163,1368,172,9,Trade Show / Event,2025-06-18,76100.0,8.5,5,2025-08-27,2025-08-27,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,70
431,97842,195733,1369,128,4,Inbound - Web,2026-05-20,222500.0,6.3,3,2026-07-13,2026-07-13,Closed Lost,Proposal,Closed Lost,Budget Constraints,54
432,102558,205234,1370,87,7,Referral,2026-03-30,106100.0,7.9,5,2026-09-07,2026-09-07,Closed Won,Negotiation,Closed Won,,161
433,48055,96045,1374,39,6,Outbound - Cold Call,2024-09-28,367400.0,16.1,1,2024-10-21,2024-10-21,Closed Won,Negotiation,Closed Won,,23
434,9486,19063,1375,48,4,Outbound - Cold Call,2026-03-17,179000.0,14.6,3,2026-04-30,2026-04-30,Closed Won,Negotiation,Closed Won,,44
435,99202,198422,1377,66,11,Trade Show / Event,2024-09-06,101400.0,2.6,6,2024-11-29,2024-11-29,Closed Won,Negotiation,Closed Won,,84
436,77708,155414,1380,164,8,Partner Channel,2024-01-25,22700.0,3.1,1,2024-03-10,2024-03-10,Closed Lost,Negotiation,Closed Lost,Feature Gap,45
437,104455,209092,1385,65,9,Outbound - Email,2026-08-15,24200.0,9.3,1,2026-09-23,,Negotiation,Negotiation,Open,,39
438,59662,119383,1386,44,10,Inbound - Web,2024-11-06,321500.0,14.8,4,2025-04-05,2025-04-05,Closed Won,Negotiation,Closed Won,,150
439,95104,190253,1388,114,9,Inbound - Web,2025-06-09,323900.0,19.7,10,2026-02-09,2026-02-09,Closed Lost,Negotiation,Closed Lost,Budget Constraints,245
440,55992,111961,1389,46,13,Inbound - Web,2026-07-01,18100.0,1.9,1,2026-08-01,2026-08-01,Closed Won,Negotiation,Closed Won,,31
441,21528,43106,1390,106,3,Partner Channel,2026-08-06,344600.0,18.2,2,2026-10-09,,Proposal,Proposal,Open,,64
442,36329,72734,1393,162,8,Inbound - Web,2025-02-11,370400.0,9.9,4,2025-04-11,2025-04-11,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,59
443,29555,59196,1394,15,4,Partner Channel,2024-03-30,283200.0,6.4,3,2024-06-04,2024-06-04,Closed Lost,Negotiation,Closed Lost,Champion Left Company,66
444,68233,136499,1398,2,14,Trade Show / Event,2026-04-05,13500.0,7.2,2,2026-06-02,2026-06-02,Closed Lost,Negotiation,Closed Lost,Chose Competitor,58
445,43384,86756,1400,73,2,Outbound - Cold Call,2024-03-15,147800.0,0.0,2,2024-06-16,2024-06-16,Closed Lost,Proposal,Closed Lost,No Decision / Timing,93
446,84729,169429,1403,9,4,Outbound - Cold Call,2024-07-15,291200.0,16.9,1,2024-08-14,2024-08-14,Closed Lost,Negotiation,Closed Lost,Budget Constraints,30
447,50188,100273,1405,15,6,Inbound - Web,2025-09-27,66200.0,13.5,3,2025-11-25,2025-11-25,Closed Won,Negotiation,Closed Won,,59
448,70844,141722,1406,103,5,Outbound - Cold Call,2024-01-30,134800.0,11.1,4,2024-04-14,2024-04-14,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,75
449,87428,174836,1407,87,13,Outbound - Email,2024-09-11,135100.0,15.3,5,2024-12-17,2024-12-17,Closed Won,Negotiation,Closed Won,,97
450,104109,208375,1410,147,5,Outbound - Email,2026-03-08,970900.0,18.0,7,2026-07-09,2026-07-09,Closed Lost,Proposal,Closed Lost,Chose Competitor,123
451,45862,91671,1412,28,13,Inbound - Web,2026-02-24,36200.0,3.4,5,2026-05-15,2026-05-15,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,80
452,45834,91621,1415,96,14,Outbound - Email,2025-08-03,10400.0,1.6,2,2025-09-14,2025-09-14,Closed Lost,Proposal,Closed Lost,Budget Constraints,42
453,52298,104526,1417,108,16,Outbound - Email,2025-11-19,22400.0,11.1,2,2026-01-19,2026-01-19,Closed Lost,Proposal,Closed Lost,Chose Competitor,61
454,87174,174337,1421,152,14,Inbound - Web,2025-07-13,2100.0,0.0,2,2025-08-24,2025-08-24,Closed Lost,Negotiation,Closed Lost,Chose Competitor,42
455,42837,85679,1424,75,4,Outbound - Email,2025-10-08,3137300.0,19.5,8,2026-01-17,2026-01-17,Closed Won,Negotiation,Closed Won,,101
456,50952,101799,1425,51,9,Inbound - Web,2024-08-30,145200.0,23.3,7,2025-02-13,2025-02-13,Closed Lost,Negotiation,Closed Lost,Champion Left Company,167
457,82372,164715,1428,120,5,Referral,2026-04-11,300200.0,13.7,4,2026-06-19,2026-06-19,Closed Won,Negotiation,Closed Won,,69
458,78114,156224,1429,78,3,Trade Show / Event,2026-04-23,493600.0,19.5,2,2026-07-03,2026-07-03,Closed Lost,Negotiation,Closed Lost,Budget Constraints,71
459,103904,207975,1438,161,6,Inbound - Web,2024-08-03,795400.0,16.4,5,2024-11-01,2024-11-01,Closed Lost,Negotiation,Closed Lost,Budget Constraints,90
460,1834,3660,1440,170,2,Referral,2025-03-03,197600.0,4.6,3,2025-04-20,2025-04-20,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,48
461,26338,52777,1446,34,11,Trade Show / Event,2024-12-12,23200.0,0.4,2,2025-01-20,2025-01-20,Closed Lost,Proposal,Closed Lost,Feature Gap,39
462,39978,79986,1448,150,12,Referral,2025-10-22,284500.0,20.1,2,2026-01-17,2026-01-17,Closed Won,Negotiation,Closed Won,,87
463,29055,58206,1450,52,10,Inbound - Web,2026-06-29,105500.0,14.9,8,2026-10-30,,Proposal,Proposal,Open,,123
464,35818,71728,1453,107,16,Inbound - Web,2025-12-01,16800.0,0.0,3,2026-01-29,2026-01-29,Closed Won,Negotiation,Closed Won,,59
465,94120,188305,1456,147,13,Trade Show / Event,2025-07-08,41200.0,5.9,1,2025-10-01,2025-10-01,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,85
466,25930,51924,1460,78,9,Outbound - Cold Call,2025-08-24,22400.0,9.0,4,2025-10-22,2025-10-22,Closed Won,Negotiation,Closed Won,,59
467,46492,92941,1462,90,6,Outbound - Email,2026-04-02,158700.0,11.3,2,2026-04-28,2026-04-28,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,26
468,5052,10159,1467,134,4,Partner Channel,2025-10-18,202200.0,10.8,2,2025-11-29,2025-11-29,Closed Lost,Negotiation,Closed Lost,Feature Gap,42
469,60668,121381,1470,176,16,Inbound - Web,2024-10-25,35200.0,9.3,2,2024-11-28,2024-11-28,Closed Lost,Proposal,Closed Lost,Chose Competitor,34
470,60322,120709,1476,85,10,Outbound - Email,2024-07-18,90600.0,16.6,1,2024-08-24,2024-08-24,Closed Lost,Proposal,Closed Lost,Champion Left Company,37
471,5529,11123,1478,154,6,Inbound - Web,2024-11-30,64400.0,10.2,3,2025-01-23,2025-01-23,Closed Lost,Proposal,Closed Lost,Champion Left Company,54
472,24580,49197,1484,111,4,Trade Show / Event,2026-05-16,452400.0,10.4,3,2026-09-18,2026-09-18,Closed Lost,Negotiation,Closed Lost,Budget Constraints,125
473,21773,43591,1485,158,9,Inbound - Web,2024-06-13,73000.0,12.8,5,2024-11-05,2024-11-05,Closed Lost,Negotiation,Closed Lost,Champion Left Company,145
474,109537,219182,1490,102,15,Inbound - Web,2026-03-14,68500.0,10.2,5,2026-08-03,2026-08-03,Closed Won,Negotiation,Closed Won,,142
475,44697,89351,1491,39,5,Trade Show / Event,2024-11-15,81500.0,9.4,6,2025-02-02,2025-02-02,Closed Won,Negotiation,Closed Won,,79
476,27506,55127,1492,17,1,Partner Channel,2024-03-03,183100.0,5.6,5,2024-05-30,2024-05-30,Closed Won,Negotiation,Closed Won,,88
477,9382,18866,1495,168,11,Partner Channel,2024-12-06,61500.0,15.2,6,2025-03-06,2025-03-06,Closed Lost,Proposal,Closed Lost,Chose Competitor,90
478,53381,106739,1496,113,6,Referral,2025-01-13,399200.0,9.8,1,2025-02-16,2025-02-16,Closed Won,Negotiation,Closed Won,,34
479,47422,94728,1500,51,13,Referral,2025-11-10,59700.0,2.2,2,2026-02-05,2026-02-05,Closed Lost,Negotiation,Closed Lost,No Decision / Timing,87
480,91105,182207,1509,139,11,Referral,2026-02-07,10100.0,7.6,3,2026-03-04,2026-03-04,Closed Won,Negotiation,Closed Won,,25
481,21170,42390,1512,114,15,Partner Channel,2026-05-04,24800.0,0.0,2,2026-06-09,2026-06-09,Closed Lost,Proposal,Closed Lost,Budget Constraints,36
482,27966,56037,1515,92,2,Inbound - Web,2026-07-07,206700.0,21.9,4,2026-09-10,2026-09-10,Closed Lost,Proposal,Closed Lost,Champion Left Company,65
483,105511,211139,1517,158,2,Partner Channel,2026-08-11,85200.0,7.7,1,2026-09-05,2026-09-05,Closed Won,Negotiation,Closed Won,,25
484,49834,99558,1522,161,13,Inbound - Web,2024-04-03,42600.0,2.2,4,2024-06-22,2024-06-22,Closed Lost,Proposal,Closed Lost,Champion Left Company,80
485,70134,140299,1523,122,15,Trade Show / Event,2024-02-26,6800.0,0.0,2,2024-03-28,2024-03-28,Closed Won,Negotiation,Closed Won,,31
486,106774,213638,1524,1,8,Trade Show / Event,2024-10-22,73000.0,3.8,2,2024-12-16,2024-12-16,Closed Won,Negotiation,Closed Won,,55
487,81119,162213,1525,89,16,Outbound - Cold Call,2024-04-09,33900.0,15.2,4,2024-05-08,2024-05-08,Closed Won,Negotiation,Closed Won,,29
488,7945,15923,1530,170,4,Outbound - Email,2025-11-25,376300.0,20.3,1,2026-01-04,2026-01-04,Closed Won,Negotiation,Closed Won,,40
489,86411,172801,1534,130,7,Inbound - Web,2024-04-25,40700.0,6.6,5,2024-06-13,2024-06-13,Closed Lost,Negotiation,Closed Lost,Budget Constraints,49
490,104678,209524,1536,9,8,Inbound - Web,2024-09-13,316000.0,11.1,3,2024-10-24,2024-10-24,Closed Lost,Proposal,Closed Lost,Budget Constraints,41
491,113331,226798,1538,103,6,Inbound - Web,2025-08-16,103700.0,9.8,1,2025-09-14,2025-09-14,Closed Lost,Proposal,Closed Lost,Feature Gap,29
492,102770,205660,1545,172,8,Referral,2025-02-11,47400.0,5.2,2,2025-03-17,2025-03-17,Closed Lost,Negotiation,Closed Lost,Chose Competitor,34
493,30177,60480,1547,89,2,Inbound - Web,2024-12-27,91600.0,6.4,4,2025-02-26,2025-02-26,Closed Lost,Proposal,Closed Lost,Feature Gap,61
494,116279,232710,1551,84,1,Outbound - Cold Call,2024-04-23,136400.0,5.8,5,2024-06-24,2024-06-24,Closed Won,Negotiation,Closed Won,,62
495,38922,77874,1552,160,4,Outbound - Email,2026-05-28,717600.0,19.8,1,2026-08-03,2026-08-03,Closed Lost,Proposal,Closed Lost,Budget Constraints,67
496,95547,191131,1558,115,11,Trade Show / Event,2024-06-13,30000.0,5.1,2,2024-07-20,2024-07-20,Closed Won,Negotiation,Closed Won,,37
497,112143,224424,1561,100,6,Inbound - Web,2025-11-10,1640800.0,14.3,1,2025-12-21,2025-12-21,Closed Won,Negotiation,Closed Won,,41
498,44477,88915,1562,21,1,Inbound - Web,2026-07-15,2021700.0,24.1,6,2026-10-31,,Proposal,Proposal,Open,,108
499,20457,40960,1569,60,5,Outbound - Cold Call,2024-06-10,34000.0,9.1,3,2024-07-17,2024-07-17,Closed Won,Negotiation,Closed Won,,37
500,98632,197314,1573,95,9,Trade Show / Event,2026-06-15,74800.0,9.6,3,2026-08-15,2026-08-15,Closed Won,Negotiation,Closed Won,,61
